Video_ID,Title,beautiful,funny,ingenious,ok,fascinating,total_count,persuasive,inspiring,longwinded,informative,jaw-dropping,obnoxious,confusing,courageous,unconvincing,Totalviews,Retention_time_in_days,Video_Length_(sec),Nb_Words_in_Transcript_(without_tags),Words_per_second,Keywords,Is_a_Talk?
1665,A "self-healing" asphalt,4,10,229,42,105,680,46,29,1,172,18,4,4,4,12,961197,1448,410,882,2.1512195122,tedx;demo;design;engineering;industrial design;infrastructure;innovation;invention;materials;science;technology;urban planning,Yes
1666,Dare to educate Afghan girls,215,4,7,7,92,1683,77,591,1,119,47,23,4,489,7,892189,1449,576,1041,1.80729166667,tedx;education;feminism;global issues;women;yesallwomen,Yes
1667,Use data to build better schools,3,10,24,27,73,757,161,113,12,263,13,8,4,22,24,674977,1439,1187,2965,2.49789385004,data;education;global issues;inequality;teaching,Yes
1668,Who controls the world?,20,7,174,108,289,1907,199,96,86,561,137,20,67,84,59,2458393,1447,850,1824,2.14588235294,tedx;business;complexity;data;economics;global issues;inequality,Yes
1669,The secret to desire in a long-term relationship,526,976,401,166,1999,9968,1118,1884,73,2060,245,34,63,357,66,9353975,1446,1150,3057,2.65826086957,culture;love;relationships;sex,Yes
167,10 ways the world could end,11,230,70,63,352,1859,156,114,61,448,93,16,14,79,152,1657687,3415,1782,4722,2.64983164983,climate change;future;global issues;humanity;science;solar system;space;technology,Yes
1670,Could your language affect your ability to save money?,28,75,219,107,556,2310,252,107,19,624,104,13,23,19,164,1552651,1441,733,2145,2.92633015007,behavioral economics;business;data;economics;language,Yes
1671,A monkey that controls a robot with its thoughts. No  really.,29,5,274,41,409,1552,22,232,12,201,258,22,9,27,11,1200000,1442,895,2338,2.61229050279,biotech;brain;cognitive science;cyborg;design;disability;engineering;exoskeleton;innovation;invention;mind;monkeys;neuroscience;primates;programming;prosthetics;robots;science;technology,Yes
1672,A girl who demanded school,272,11,8,9,124,2293,131,805,5,99,144,3,0,681,1,2411185,1425,916,2360,2.57641921397,africa;tedx;activism;education;feminism;global development;women;yesallwomen,Yes
1673,Three myths about corruption,2,7,5,34,38,693,73,89,24,153,31,7,18,195,17,807281,1440,1089,3229,2.96510560147,tedx;corruption;crime;economics;government;protests,Yes
1674,How a fly flies,41,115,92,36,471,1318,38,43,16,342,94,6,14,7,3,1465740,1438,955,2751,2.88062827225,tedx;animals;biology;biomechanics;brain;cognitive science;ecology;evolution;flight;insects;mind;nanoscale;neuroscience;physiology;science,Yes
1675,Agile programming -- for your family,56,39,166,41,172,1672,222,568,25,269,26,14,7,34,33,1341194,1435,1080,3113,2.88240740741,children;culture;engineering;family;parenting;software;youth,Yes
1677,Dance  tiny robots!,147,97,110,116,222,942,7,48,9,10,125,8,9,6,28,1162755,1433,189,2,0.010582010582,tedx;robots,No
1678,Build a School in the Cloud,248,191,497,70,818,5276,462,1754,15,346,548,10,23,270,24,2750669,1432,1351,3235,2.39452257587,ted prize;code;education;technology,Yes
1679,A clean energy proposal -- race to the top!,14,17,59,40,17,666,143,117,20,60,10,26,8,51,84,735427,1431,761,1902,2.49934296978,energy;global issues;work,Yes
168,The search for humanity's roots,54,33,24,64,340,1305,43,163,31,427,23,1,21,56,25,861420,3422,951,2476,2.60357518402,africa;anthropology;exploration;global issues;human origins;humanity;paleontology;science,Yes
1682,The art of asking,1589,201,367,111,726,8857,729,2901,38,167,257,70,23,1598,80,8510045,1431,827,1942,2.34824667473,ted brain trust;business;entertainment;music;performance art,Yes
1683,How to fight desertification and reverse climate change,126,11,711,26,933,7175,1116,1346,20,915,1584,36,23,234,94,3789699,1428,1339,2868,2.14189693801,agriculture;climate change;green,Yes
1684,How we found the giant squid,251,42,195,78,851,2754,58,243,13,354,582,23,9,38,17,3563241,1427,518,1242,2.39768339768,oceans;submarine;technology,Yes
1685,A guerilla gardener in South Central LA,453,545,646,29,303,6128,697,2253,5,274,212,10,6,690,5,2855434,1426,645,1422,2.20465116279,agriculture;culture;food;garden;health;social change,Yes
1687,To This Day ... for the bullied and beautiful,2249,217,96,38,269,8366,186,2710,17,86,739,34,4,1715,6,4840102,1424,723,1931,2.67081604426,bullying;children;compassion;depression;mental health;poetry;spoken word,Yes
1688,The way we think about charity is dead wrong,103,28,416,63,402,7331,2050,1695,40,1138,477,65,24,696,134,4082946,1421,1134,2964,2.61375661376,business;culture;global issues;philanthropy,Yes
1689,Your brain is more than a bag of chemicals,12,25,209,40,326,1505,155,123,8,479,78,3,6,22,19,1298776,1420,925,2377,2.56972972973,tedx;brain;insects;mental health;neuroscience,Yes
1690,The dawn of de-extinction. Are you ready?,54,0,119,17,308,1252,61,180,5,244,178,8,5,49,24,1860062,1419,1104,2824,2.55797101449,ted brain trust;biology;deextinction;philosophy;technology,Yes
1691,The good news on poverty (Yes  there's good news),89,35,6,34,76,1332,180,441,30,213,47,45,13,84,39,1608774,1418,837,1782,2.12903225806,activism;global issues;inequality;poverty,Yes
1692,Play with smart materials,18,7,122,64,164,994,76,207,38,208,29,3,12,13,33,1039944,1417,595,1334,2.24201680672,ted fellows;creativity;design;manufacturing;technology,Yes
1693,The Internet could crash. We need a Plan B,19,22,33,95,129,1352,262,51,50,561,36,4,16,28,46,1240474,1414,751,2095,2.7896138482,internet;ted brain trust;computers;technology,Yes
1694,My escape from North Korea,324,30,33,129,319,4849,113,1126,19,365,460,13,47,1837,34,6948736,1412,735,1593,2.16734693878,asia;culture;family;global issues;politics,Yes
1695,The mind behind Tesla  SpaceX  SolarCity ...,82,34,507,97,716,3841,212,1281,10,370,272,6,6,235,13,3726707,1413,1264,3567,2.82199367089,energy;entrepreneur;exploration;innovation;solar energy;space;technology;transportation,Yes
1696,We need better drugs -- now,12,4,37,18,89,531,75,87,10,152,9,6,3,12,17,772082,1411,880,2681,3.04659090909,dna;biology;biotech;disease;engineering;future;genetics;health;health care;illness;innovation;medical research;medicine;molecular biology;pharmaceuticals;public health;science;synthetic biology,Yes
1697,Virtual Choir Live,328,5,87,44,122,891,5,131,11,5,105,16,5,11,16,975988,1410,752,649,0.863031914894,collaboration;community;conducting;entertainment;live music;technology;virtual reality,No
1698,We're covered in germs. Let's design for that.,13,7,93,57,206,830,49,54,19,252,19,4,12,7,38,926916,1407,523,1270,2.42829827916,ted fellows;architecture;biodiversity;biology;climate change;collaboration;data;design;ecology;environment;health;microbes;microbiology;science;sustainability;visualizations,Yes
1699,My invention that made peace with lions,259,147,766,34,274,3242,41,1214,13,120,88,14,9,252,11,1896363,1405,440,998,2.26818181818,agriculture;biodiversity;technology,Yes
170,My journey into movies that matter,52,40,37,61,89,1088,81,400,41,132,18,25,7,74,31,691486,3450,931,2607,2.80021482277,business;entertainment;film;global issues;philanthropy;social change,Yes
1700,One very dry demo,23,19,286,44,292,1248,61,51,4,141,294,12,3,5,13,1486167,1406,331,733,2.21450151057,demo;invention;nanoscale;technology;water,Yes
1701,When you're making a deal  what's going on in your brain?,7,24,37,46,180,695,40,18,7,228,15,0,69,1,23,1239496,1404,829,2864,3.45476477684,tedx;behavioral economics;choice;economics;monkeys;neuroscience,Yes
1702,We the People  and the Republic we must reclaim,30,43,92,28,154,3666,1053,899,12,580,237,15,14,481,28,1416545,1398,1099,2680,2.43858052775,corruption;democracy;global issues;government;law;politics,Yes
1703,How a dead duck changed my life,18,755,40,74,159,1501,18,29,20,183,37,62,40,35,31,1270969,1400,712,1299,1.82443820225,biology;birds;environment;humor;science;sex,Yes
1704,A skateboard  with a boost,33,16,332,50,160,1123,79,193,4,86,74,16,3,27,50,1635124,1399,260,454,1.74615384615,technology;transportation,Yes
1706,What makes us feel good about our work?,88,192,274,167,751,5224,805,1298,25,1462,64,7,13,63,15,4956931,1391,1226,3566,2.90864600326,tedx;behavioral economics;business;leadership;motivation;productivity;work,Yes
1707,The emergence of "4D printing",16,7,285,70,347,1490,41,183,21,252,148,9,20,8,83,2375189,1397,502,1269,2.52788844622,ted fellows;design;industrial design;technology,Yes
1708,Watson  Jeopardy and me  the obsolete know-it-all,21,369,38,75,171,1553,219,260,43,250,15,12,3,32,45,1048054,1396,1072,3458,3.22574626866,ai;tedx;computers;entertainment;robots;technology,Yes
1709,A mini robot -- powered by your phone,33,98,136,113,162,914,23,74,21,77,43,26,2,8,98,1098775,1392,350,1045,2.98571428571,robots;technology,Yes
171,An Iraq war movie crowd-sourced from soldiers,60,0,18,27,64,1112,49,197,33,142,69,23,25,336,69,486977,3427,1056,2849,2.69791666667,entertainment;film;global issues;storytelling;technology;war,Yes
1710,4 pillars of college success in science,43,9,21,36,60,975,142,388,12,141,20,16,5,56,26,874205,1393,910,2739,3.00989010989,community;curiosity;education;engineering;history;inequality;math;medical research;psychology;race;science;social change;technology,Yes
1711,Health care should be a team sport,46,9,33,34,54,765,105,201,6,132,29,3,0,93,20,775898,1390,959,2960,3.08654848801,health care;heart health;technology,Yes
1712,The Philosophical Breakfast Club,32,11,9,85,182,1010,79,136,45,362,9,17,17,6,20,1166779,1389,754,1673,2.21883289125,activism;computers;culture;history;innovation;math;philosophy;physics;science;science and art;storytelling;technology,Yes
1713,Let's talk crap. Seriously.,23,154,31,28,106,1378,264,161,6,416,57,13,7,102,10,1566856,1386,841,2233,2.65517241379,big problems;global issues;health;sanitation;smell;water,Yes
1714,Toward a new understanding of mental illness,13,2,33,51,215,1154,152,135,25,432,24,3,16,19,34,1111182,1385,783,2119,2.70625798212,tedx;brain;depression;health;mental health;neuroscience,Yes
1715,In search of the man who broke my neck,309,11,8,37,133,2018,34,735,38,22,88,19,14,551,19,1279946,1384,1110,2880,2.59459459459,anthropology;disability;storytelling;writing,Yes
1716,My journey to yo-yo mastery,517,53,65,122,401,2499,16,504,35,5,597,28,10,110,36,5865474,1382,628,381,0.606687898089,dance;entertainment;performance;toy,No
1717,Parkinson's  depression and the switch that might turn them off,42,8,256,56,691,2360,79,291,1,420,445,4,4,54,9,1251748,1383,934,2906,3.1113490364,tedx;brain;depression;health care;mental health;neuroscience,Yes
1718,Txtng is killing language. JK!!!,38,380,152,51,524,2316,299,101,23,611,47,15,14,17,44,1942379,1379,828,2225,2.68719806763,culture;language;sociology;technology,Yes
1719,The death of innovation  the end of growth,3,1,8,39,42,696,79,40,31,182,21,20,26,19,185,1054444,1378,734,1845,2.5136239782,economics;global issues;innovation;technology,Yes
172,Designing for simplicity,179,639,185,151,265,2642,45,398,190,179,22,50,145,26,168,1130822,3420,959,3115,3.24817518248,art;design;simplicity;technology,Yes
1720,The key to growth? Race with the machines,7,8,24,62,103,863,161,185,6,198,18,8,6,31,46,1145357,1378,716,1583,2.21089385475,business;economics;technology;work,Yes
1721,The invisible man,115,29,91,32,147,622,13,67,8,9,53,4,9,40,5,1272776,1356,466,897,1.92489270386,art;china;global issues;identity;photography;politics,Yes
1724,If cars could talk  accidents might be avoidable,5,28,57,59,38,574,88,41,18,101,11,27,3,8,90,776851,1376,540,1463,2.70925925926,cars;driverless cars;technology,Yes
1725,10 top time-saving tech tips,37,696,170,285,133,3248,80,39,51,1500,49,112,19,8,69,4721361,1375,344,995,2.89244186047,culture;technology,Yes
1726,Got a meeting? Take a walk,46,66,136,200,72,1680,271,455,11,320,17,15,7,18,46,2460888,1372,208,525,2.52403846154,business;communication;health,Yes
1727,My radical plan for small nuclear fission reactors,42,15,450,41,281,1992,145,235,23,196,333,52,25,69,85,1472610,1371,773,2141,2.76972833118,alternative energy;chemistry;energy;engineering;future;innovation;invention;nuclear energy;physics;science;space;sustainability;technology;youth,Yes
1728,Every kid needs a champion,1462,1138,144,87,590,11347,1040,5356,25,379,208,12,12,874,20,6504043,1368,468,1086,2.32051282051,children;education;motivation;teaching,Yes
1730,Your online life  permanent as a tattoo,23,77,70,129,188,1465,244,93,25,436,38,14,26,30,72,1517101,1369,357,863,2.41736694678,ted brain trust;culture;security;social media;technology,Yes
1731,3 rules to spark learning,81,118,49,191,167,2121,231,865,22,292,7,3,6,56,33,2353488,1363,389,874,2.24678663239,chemistry;creativity;curiosity;education;science;social change;student;teaching;technology,Yes
1732,Our failing schools. Enough is enough!,34,217,41,45,97,1768,374,521,9,206,44,9,6,156,9,1655014,1363,1027,2710,2.63875365141,business;children;education,Yes
1733,Grit,367,89,313,505,713,10115,1151,4133,45,2029,117,78,52,367,156,10003436,1362,372,861,2.31451612903,business;education;psychology;success,Yes
1734,My story  from gangland daughter to star teacher,73,6,8,38,47,732,56,268,5,35,6,12,3,155,20,1021910,1363,483,1199,2.48240165631,children;education;teaching,Yes
1735,The economic case for preschool,12,2,4,29,7,270,54,6,21,70,2,8,3,2,50,397645,1365,945,2320,2.45502645503,tedx;business;culture;economics;education,Yes
1736,Learn to read Chinese ... with ease!,171,491,620,85,551,3577,109,383,6,954,98,26,12,32,39,2909364,1364,370,771,2.08378378378,china;education;language,Yes
1737,"High School Training Ground",271,10,32,40,64,1135,66,292,7,45,60,10,11,217,10,1101282,1363,180,353,1.96111111111,education;poetry,Yes
1738,How to escape education's death valley,386,1451,531,65,850,9335,1374,2884,14,1147,236,16,8,352,21,6093160,1361,1151,2703,2.348392702,culture;education;student;teaching;testing,Yes
1739,Teachers need real feedback,51,5,43,92,90,1243,166,311,11,304,29,45,4,29,63,2060242,1363,624,1510,2.41987179487,ted brain trust;culture;education;global issues;teaching,Yes
174,My green agenda for architecture,37,16,58,91,117,963,61,184,118,177,30,25,16,11,22,724199,3234,1917,4204,2.19300991132,architecture;cities;green,Yes
1741,Why 30 is not the new 20,359,70,117,193,649,7747,1371,2880,81,1166,170,90,37,369,195,8532414,1358,889,2143,2.41057367829,aging;culture;goal-setting;youth,Yes
1742,Why we need strangeness,15,5,37,121,42,824,69,66,54,104,16,35,91,28,141,1089336,1357,480,1173,2.44375,culture;data;sociology;technology,Yes
1743,Hack a banana  make a keyboard!,71,290,493,24,336,2098,52,499,4,70,195,10,10,28,16,1275641,1355,795,2495,3.13836477987,creativity;invention;technology;toy,Yes
1744,Prepare for a good end of life,159,6,15,54,26,1461,192,362,0,359,14,11,12,221,30,1431122,1349,363,953,2.62534435262,aging;culture;death;humanity;life,Yes
1745,Why Google Glass?,86,23,129,238,141,1531,23,101,60,144,55,117,54,16,344,1991140,1354,435,857,1.97011494253,ted brain trust;culture;design;interface design;technology,Yes
1746,The why and how of effective altruism,51,3,21,57,50,1478,288,478,44,240,41,38,8,50,109,1436444,1351,1039,2531,2.43599615014,global issues;philanthropy;philosophy;social change,Yes
1747,Embrace the shake,310,50,273,30,374,2870,101,1224,3,44,188,1,0,268,4,2060794,1350,601,1580,2.62895174709,art;disability;personal growth,Yes
1749,Architecture for the people by the people,31,7,383,27,271,1637,169,398,4,156,94,4,3,71,19,1356513,1348,791,2129,2.69152970923,architecture;design;infrastructure;open-source,Yes
175,Kids can teach themselves,77,34,253,102,455,2537,252,602,53,427,133,8,18,94,29,1419397,3078,1259,3195,2.53772835584,children;cities;culture;education;global issues;teaching,Yes
1750,The violin  and my dark night of the soul,713,8,26,51,192,1893,21,438,1,19,256,14,3,136,15,2478206,1347,761,362,0.475689881735,creativity;entertainment;live music;music;performance,No
1751,Bring back the woolly mammoth!,25,9,48,29,141,551,27,37,7,167,26,7,8,9,11,903739,1341,622,1864,2.99678456592,tedx;animals;anthropology;deextinction;evolution,Yes
1752,Why I brought Pac-Man to MoMA,30,100,36,28,85,599,64,66,12,81,6,14,4,49,24,907081,1343,1122,3265,2.90998217469,art;design;gaming;museums,Yes
1754,How behavioral science can lower your energy bill,15,43,114,33,87,1269,323,276,3,316,17,6,3,22,11,1061219,1336,491,1293,2.633401222,behavioral economics;energy;psychology,Yes
1755,How books can open your mind,621,181,60,227,424,3587,200,1292,19,189,20,13,23,267,51,2863880,1340,376,824,2.1914893617,creativity;culture;entertainment;library;literature,Yes
1756,Love  no matter what,1929,174,127,83,440,7113,330,2380,56,377,171,41,37,911,57,3779630,1337,1407,3799,2.70007107321,children;culture;disability;family;love;mental health,Yes
1757,How I named  shamed and jailed,12,35,20,17,82,1226,31,162,7,131,159,1,10,554,5,1386213,1335,766,1846,2.40992167102,africa;corruption;crime;global issues;journalism,Yes
1758,Could we speak the language of dolphins?,101,16,66,37,278,798,11,80,9,144,28,1,1,8,18,1119845,1334,878,2535,2.88724373576,animals;biology;brain;cognitive science;communication;computers;intelligence;language;neuroscience;oceans;science;speech,Yes
1759,What will future jobs look like?,17,10,59,101,205,1449,239,182,8,423,38,20,18,57,72,1864862,1330,855,2556,2.98947368421,economics;robots;work,Yes
176,A flight on solar wings,31,111,165,28,139,894,13,148,70,110,34,2,13,18,12,724089,3414,1280,2734,2.1359375,alternative energy;business;design;drones;energy;flight;invention;technology,Yes
1760,How I made an impossible film,45,8,97,38,85,756,21,283,24,32,29,6,1,70,17,935349,1333,655,1644,2.50992366412,creativity;economics;entertainment;film,Yes
1761,Sex needs a new metaphor. Here's one ...,71,539,304,93,124,2312,318,281,40,254,24,51,17,65,131,1700753,1298,501,1229,2.45309381238,culture;food;sex,Yes
1762,Why we will rely on robots,21,10,72,53,92,566,71,59,13,117,11,5,13,8,21,1317848,1312,596,1788,3.0,robots;work,Yes
1763,Photos from a storm chaser,442,12,12,115,151,999,10,99,8,53,55,3,4,23,12,1541758,1319,206,375,1.82038834951,ted fellows;entertainment;nature;photography;weather,No
1764,The astounding athletic power of quadcopters,194,134,907,66,1164,4668,44,544,2,316,1221,14,9,32,21,9921782,1328,968,1862,1.92355371901,drones;robots;technology,Yes
1765,Imagine a European democracy without borders,20,9,15,27,62,888,101,167,29,145,9,62,14,128,100,726593,1328,1206,2694,2.23383084577,europe;democracy;economics;global issues;politics,Yes
1766,The kill decision shouldn't belong to a robot,6,2,16,9,80,672,195,37,4,190,59,10,5,34,25,1898341,1327,800,1725,2.15625,drones;entertainment;robots;technology;war;writing,Yes
1767,A Saudi woman who dared to drive,139,6,7,26,92,2051,88,678,9,110,67,8,20,776,25,1433770,1326,856,2027,2.36799065421,islam;middle east;cars;culture;feminism;global issues;women,Yes
1768,How we can predict the next financial crisis,11,1,51,38,124,840,147,65,18,217,20,14,35,24,75,1297556,1323,1021,2161,2.11655239961,business;economics;global issues;prediction,Yes
1769,How to reduce poverty? Fix homes,32,3,157,11,87,947,137,296,3,142,31,1,3,41,3,1307576,1320,1059,2681,2.53163361662,tedx;architecture;design;global issues;health;public health;sanitation,Yes
177,The case for optimism,28,1,14,41,56,873,48,206,94,169,28,9,19,56,104,404040,3358,1261,2600,2.0618556701,climate change;culture;global issues;health;peace,Yes
1770,Meet BRCK  Internet access built for Africa,5,1,97,22,44,433,20,106,9,91,7,1,8,18,4,619199,1322,573,1449,2.52879581152,africa;ted fellows;business;technology,Yes
1771,The family I lost in North Korea. And the family I gained.,347,5,6,27,82,1956,35,714,0,37,130,3,1,569,0,1946950,1321,1283,1612,1.25643024162,family;global issues;politics,Yes
1772,The doubt essential to faith,323,13,66,51,421,2751,298,670,55,223,101,47,27,336,120,1295099,1316,825,1548,1.87636363636,islam;culture;faith;global issues;peace;religion,Yes
1773,The dangers of willful blindness,70,4,18,32,152,2176,375,729,19,270,81,10,3,402,11,1475116,1267,878,1952,2.22323462415,tedx;corruption;culture;global issues;women in business,Yes
1774,Is the obesity crisis hiding a bigger problem?,321,7,137,48,468,4756,555,862,37,772,314,23,18,1129,65,2346508,1315,958,2416,2.52192066806,health;health care;medical research;medicine;obesity;public health,Yes
1776,Anatomy of a New Yorker cartoon,9,592,66,43,117,1164,17,46,22,214,11,13,7,1,6,1086023,1314,1259,2813,2.23431294678,art;comedy;design;humor,Yes
1777,How we'll resurrect the gastric brooding frog  the Tasmanian tiger,11,9,34,13,101,360,28,47,0,68,31,1,1,15,1,537467,1313,1056,3218,3.04734848485,dna;tedx;activism;animals;biodiversity;biology;climate change;conservation;deextinction;environment;genetics;history;innovation;life;paleontology;science;synthetic biology,Yes
1778,A tale of two political systems,64,55,86,59,823,4006,681,493,20,847,139,101,50,367,221,2363211,1309,1237,3018,2.43977364592,asia;business;china;democracy;global issues;politics,Yes
1779,The big-data revolution in healthcare,9,1,41,59,27,517,34,93,58,157,10,5,0,11,12,663981,1308,978,3037,3.10531697342,tedx;data;global issues;health;technology,Yes
178,This is Saturn,1208,47,70,106,1740,10424,78,1156,61,866,4965,24,14,65,24,2545638,3409,1029,2779,2.70068027211,nasa;planets;design;exploration;science;solar system;space;technology;universe;visualizations,Yes
1780,Cloudy with a chance of joy,454,149,24,20,133,1275,53,356,5,45,17,3,0,7,9,1196521,1294,654,1573,2.40519877676,beauty;nature;photography;weather,Yes
1781,Reach into the computer and grab a pixel,30,8,362,91,482,1932,42,220,2,161,450,13,7,21,43,1726385,1307,307,671,2.18566775244,ted fellows;computers;design;interface design;technology;virtual reality,Yes
1782,Bluegrass virtuosity from ... New Jersey?,374,25,46,48,377,1685,3,287,3,0,483,3,5,29,2,4541737,1305,527,241,0.457305502846,children;entertainment;live music;music;performance;wunderkind,No
1783,A simple solution to the coming phosphorus crisis,1,0,56,24,74,498,84,28,12,182,22,2,5,3,5,602887,1189,821,1924,2.34348355664,anthropocene;tedx;agriculture;biology;botany;ecology;farming;food;plants;science,Yes
1784,Meet global corruption's hidden players,32,9,12,67,102,2033,282,216,23,510,151,5,16,588,20,1521250,1302,867,2127,2.45328719723,business;corruption;energy;global issues,Yes
1785,Why we should build wooden skyscrapers,50,0,192,31,158,1332,185,288,10,217,49,3,8,65,76,1163729,1301,742,2204,2.97035040431,architecture;design;materials,Yes
1787,A promising test for pancreatic cancer ... from a teenager,79,33,460,17,412,2638,75,670,11,172,522,17,7,147,16,4432672,1299,649,1571,2.42064714946,internet;biology;cancer;disease;health;medical research;medicine;molecular biology;nanoscale;science;youth,Yes
1788,The voice of the natural world,289,12,35,20,269,1295,123,255,6,196,64,4,3,15,4,975191,1295,888,1899,2.13851351351,animals;nature;sound,Yes
1789,Where is home?,752,34,41,96,498,3133,193,1203,35,110,50,16,12,73,20,2903369,1293,841,2198,2.61355529132,culture;happiness;travel;world cultures;writing,Yes
179,My magic moves,406,301,226,532,555,3801,13,125,73,9,1147,110,67,41,196,1679163,3407,212,0,0.0,culture;dance;entertainment;performance,No
1790,The art of bow-making,137,32,59,157,161,1258,38,347,36,102,14,17,23,91,44,2197531,1186,508,954,1.87795275591,asia;culture;demo;invention,Yes
1791,The rise of the new global super-rich,24,16,26,182,160,2249,403,183,112,596,59,87,38,163,200,1837278,1243,924,2077,2.24783549784,business;economics;global issues;inequality;money,Yes
1792,The orchestra in my mouth,264,607,273,68,854,3217,11,179,8,9,870,32,10,22,10,5603725,1291,701,677,0.965763195435,tedx;creativity;live music;music,No
1793,DJ decks made of ... paper,10,19,170,24,167,643,8,96,10,37,68,5,5,14,10,679661,1287,705,1962,2.7829787234,design;entertainment;materials;technology,Yes
1794,Our shared condition -- consciousness,35,50,65,103,264,1373,193,148,41,261,12,26,60,45,70,1294001,1288,899,2541,2.82647385984,senses;tedx;behavioral economics;biology;brain;cognitive science;consciousness;humanity;identity;intelligence;mind;neuroscience;philosophy;psychology;religion;robots;science;self,Yes
1795,Bitcoin. Sweat. Tide. Meet the future of branded currency.,7,42,39,65,160,828,65,63,17,259,14,2,24,10,61,1007519,1285,651,1968,3.02304147465,advertising;business;marketing;money;trust,Yes
1796,In our baby's illness  a life lesson,269,3,5,16,93,1110,10,426,0,41,33,0,3,200,11,1049489,1286,377,883,2.34217506631,children;health care;parenting,Yes
1797,How a penny made me feel like a millionaire,530,32,7,64,92,1620,26,554,7,13,25,12,8,221,29,1613892,1284,331,877,2.64954682779,culture;money,Yes
1798,A 3D-printed jumbo jet?,37,4,75,69,118,678,20,104,9,77,20,10,14,12,109,1088332,1281,358,953,2.66201117318,design;flight;industrial design;manufacturing;transportation,Yes
1799,The fastest ambulance? A motorcycle,58,4,128,9,61,1010,63,414,0,43,50,0,3,174,3,1047405,1280,644,1742,2.7049689441,tedmed;health;health care;medicine;peace,Yes
18,Biomimicry's surprising lessons from nature's engineers,234,13,381,38,688,3365,229,864,33,431,335,26,7,68,18,1802745,3588,1399,3330,2.38027162259,dna;animals;biology;biomimicry;design;environment;evolution;fish;science;technology,Yes
1800,The voices in my head,345,26,113,52,704,4997,171,1351,29,550,194,7,13,1416,26,3745022,1271,857,2403,2.80396732789,health;health care;mental health,Yes
1801,Spider-Man  The Lion King and life on the creative edge,78,10,18,45,76,495,6,74,43,19,31,34,20,15,26,942293,1279,1108,2362,2.13176895307,creativity;entertainment;fear;film;theater,Yes
1802,Better baby care -- thanks to Formula 1,22,4,121,48,95,649,37,127,8,125,16,4,4,30,8,769027,1278,476,1226,2.5756302521,tedx;cars;children;data;health;medicine;sports;technology,Yes
1803,Don't kill your language,231,41,18,82,75,1503,156,450,31,119,10,32,26,129,103,1180802,1120,852,1840,2.15962441315,tedx;culture;education;language;poetry;politics,Yes
1804,The polyphonic me,88,136,206,56,297,1210,7,100,10,37,193,19,16,9,36,1987218,1277,670,875,1.30597014925,creativity;entertainment;music;technology,Yes
1805,For argument's sake,11,17,42,159,98,1074,199,144,34,246,6,16,32,10,60,1358141,1274,575,1614,2.80695652174,tedx;culture;language;philosophy,Yes
1806,Design for all 5 senses,27,176,169,115,166,1384,77,266,30,162,17,75,14,26,64,1411255,1273,543,1330,2.44935543278,senses;creativity;design;sight;smell,Yes
1807,Ingenuity and elegance in ancient African alphabets,93,2,26,46,144,749,27,125,6,237,12,0,10,12,9,703125,1272,490,940,1.91836734694,africa;culture;design;language;writing,Yes
1808,In the key of genius,256,6,43,11,246,1328,10,293,10,16,367,2,1,66,1,1428037,1270,1178,1922,1.63157894737,autism spectrum disorder;tedx;disability;live music;music,No
1809,Emergency shelters made from paper,123,49,335,17,194,1281,34,357,2,58,51,1,6,50,4,1520064,1266,702,1811,2.57977207977,tedx;architecture;disaster relief;materials;natural disaster,Yes
181,Life at 30 000 feet,42,230,55,72,354,2048,43,693,57,250,55,11,7,146,33,1552655,3401,1791,4951,2.76437744277,aircraft;business;entertainment;entrepreneur;global issues;interview;music;space;technology,Yes
1810,Why do we sleep?,103,411,135,202,1094,5626,941,454,60,2029,92,13,30,28,34,6178026,1265,1306,3461,2.65007656968,biology;brain;cognitive science;consciousness;health;memory;mental health;mind;neuroscience;science,Yes
1811,Why I fell in love with monster prime numbers,123,508,114,50,485,2090,56,332,14,276,96,7,7,11,11,1939240,1245,1037,2699,2.60270009643,humor;math,Yes
1812,Making peace is a marathon,104,2,22,22,41,830,49,331,5,34,19,2,0,183,16,5148588,1263,616,1087,1.76461038961,culture;global issues;sports;violence;war,Yes
1813,A mouse. A laser beam. A manipulated memory.,11,85,156,19,266,1033,24,68,6,162,185,20,5,9,17,1021997,1264,925,2934,3.17189189189,tedx;animals;memory;neuroscience,Yes
1814,Your body is my canvas,581,49,333,66,446,2115,13,344,8,21,136,18,9,63,28,2616718,1242,424,1107,2.6108490566,art;creativity;design;painting;photography,Yes
1815,How to make stress your friend,630,380,439,321,3538,17803,1801,4269,69,4700,570,54,53,766,213,12827806,1244,868,2001,2.30529953917,body language;health;psychology,Yes
1816,For more wonder  rewild the world,104,15,41,11,312,1422,192,371,16,234,59,5,3,34,25,849585,1239,910,2174,2.38901098901,activism;animals;biodiversity;climate change;community;conservation;deextinction;ecology;environment;oceans;science;sustainability,Yes
1817,The museum of you,137,2,54,18,79,513,6,124,5,49,9,6,4,16,4,762074,1238,938,2949,3.14392324094,collaboration;design;museums,Yes
1818,How technology allowed me to read,120,64,12,19,81,736,23,278,7,36,17,0,0,79,0,665588,1237,944,2006,2.125,tedx;books;choice;design;disability;sight;technology,Yes
182,The illustrated woman,134,255,49,64,121,1203,7,140,117,25,15,28,153,28,67,637950,3394,1050,3282,3.12571428571,art;children;culture;design;entertainment;happiness,Yes
